"","id","fiyat","oda_salon_sayisi","net_m2","bina_yasi","isinma_tipi","krediye_uygunluk","bulundugu_kat","banyo_sayisi","ilce","nüfus","eðitim","okuma_yazma_bilmeyen"
"4382",4382,970000,5,160,6,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"867",867,785000,4,100,30,"Merkezi","Uygun","5. Kat","1","Çankaya",925828,"Lisans",0.7
"2905",2905,410000,4,110,28,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4755",4755,370000,3,90,20,"Merkezi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"2913",2913,810000,3,110,10,"Merkezi(PayÖlçer)","Uygun","20. Kat","2","Keçiören",938565,"Lise",1.43
"1044",1044,1e+06,4,140,0,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"1814",1814,5e+05,3,90,25,"Merkezi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"3323",3323,589000,4,130,22,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"1809",1809,2050000,5,200,10,"Merkezi(PayÖlçer)","Uygun","12. Kat","2","Çankaya",925828,"Lisans",0.7
"1941",1941,425000,3,115,22,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4011",4011,450000,4,120,14,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"3425",3425,1775000,8,350,16,"Kombi","Uygun","10. Kat","4","Keçiören",938565,"Lise",1.43
"2701",2701,279000,4,105,25,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"435",435,725000,5,210,11,"Kombi","Uygun","En Üst Kat","1","Keçiören",938565,"Lise",1.43
"2621",2621,360000,3,70,25,"Merkezi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"4716",4716,875000,5,240,0,"Kombi","Uygun","2. Kat","3","Çankaya",925828,"Lisans",0.7
"3770",3770,750000,5,170,16,"Merkezi","Uygun","9. Kat","2","Keçiören",938565,"Lise",1.43
"2935",2935,685000,4,135,36,"Merkezi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"1429",1429,455000,4,110,28,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"2872",2872,630000,6,230,11,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"4663",4663,133000,3,75,13,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"250",250,7e+05,4,115,35,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"939",939,419000,3,100,25,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"3217",3217,1050000,4,135,0,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"2134",2134,2300000,4,240,25,"Merkezi","Uygun","10. Kat","2","Çankaya",925828,"Lisans",0.7
"4760",4760,449000,2,55,7,"Merkezi","Uygun deðil","8. Kat","1","Çankaya",925828,"Lisans",0.7
"4044",4044,599000,4,130,20,"Merkezi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"2025",2025,875000,5,140,35,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"4756",4756,493000,4,120,2,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"254",254,480000,4,110,0,"Kombi","Uygun","Kot 1","2","Keçiören",938565,"Lise",1.43
"3630",3630,2e+05,3,85,16,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"711",711,1800000,5,165,25,"Merkezi","Uygun","14. Kat","2","Çankaya",925828,"Lisans",0.7
"1761",1761,525000,6,230,20,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"973",973,245000,3,103,10,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"1374",1374,355000,4,120,6,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"357",357,370000,4,117,0,"Merkezi(PayÖlçer)","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"626",626,750000,4,130,45,"Merkezi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"4128",4128,1450000,5,210,9,"Kombi","Uygun","5. Kat","2","Keçiören",938565,"Lise",1.43
"1394",1394,274000,4,110,27,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"2100",2100,258000,4,175,14,"Kombi","Uygun","3. Kat","2","Mamak",669465,"Lise",1.9
"2902",2902,545000,4,120,35,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"1625",1625,539000,4,120,22,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"4449",4449,438000,4,120,28,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"416",416,449000,4,115,25,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"1119",1119,627000,2,68,4,"Merkezi(PayÖlçer)","Uygun","21 ve üzeri","1","Keçiören",938565,"Lise",1.43
"153",153,327000,4,130,19,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"1055",1055,598000,5,145,20,"Merkezi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"4869",4869,650000,4,134,0,"Merkezi(PayÖlçer)","Uygun","9. Kat","2","Sincan",549108,"Lise",1.44
"3927",3927,620000,3,110,0,"Merkezi(PayÖlçer)","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"2817",2817,270000,4,105,30,"Merkezi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"1695",1695,810000,3,90,0,"Merkezi(PayÖlçer)","Uygun","21 ve üzeri","2","Keçiören",938565,"Lise",1.43
"2519",2519,275000,3,100,25,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"3304",3304,639000,5,145,22,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"3352",3352,125000,3,90,15,"Kombi","Uygun deðil","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"4210",4210,725000,6,300,23,"Merkezi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"3942",3942,339000,5,140,0,"Kombi","Uygun","2. Kat","2","Sincan",549108,"Lise",1.44
"2494",2494,275000,4,110,16,"Kombi","Uygun","5. Kat","1","Sincan",549108,"Lise",1.44
"3641",3641,375000,4,120,20,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"3367",3367,685000,4,135,40,"Merkezi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"1045",1045,595000,4,120,20,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"1990",1990,960000,5,180,16,"Merkezi","Uygun","8. Kat","1","Çankaya",925828,"Lisans",0.7
"440",440,179000,4,105,25,"Merkezi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"903",903,770000,6,180,30,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"902",902,595000,4,135,22,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"2294",2294,340000,4,125,55,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"192",192,1350000,5,205,1,"Merkezi","Uygun","8. Kat","2","Çankaya",925828,"Lisans",0.7
"581",581,520000,4,90,35,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"2335",2335,150000,4,140,18,"Kombi","Uygun","Bodrum","1","Sincan",549108,"Lise",1.44
"3428",3428,310000,3,70,35,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4351",4351,395000,4,110,23,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"854",854,350000,2,51,0,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"365",365,645000,3,110,25,"Merkezi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"3549",3549,415000,4,145,10,"Kombi","Uygun","Kot 1","2","Keçiören",938565,"Lise",1.43
"6",6,444000,4,110,26,"Kombi","Uygun","1. Kat","2","Çankaya",925828,"Lisans",0.7
"754",754,435000,5,150,15,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"2054",2054,259000,4,135,15,"Kombi","Uygun","Kot 1","2","Keçiören",938565,"Lise",1.43
"4422",4422,320000,4,100,30,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"2751",2751,385000,4,135,15,"Kombi","Uygun","Yüksek Giriþ","2","Keçiören",938565,"Lise",1.43
"2304",2304,279000,4,135,22,"Kombi","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"128",128,549000,6,220,9,"Kombi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"1937",1937,3700000,8,440,0,"Merkezi(PayÖlçer)","Uygun","3. Kat","4","Çankaya",925828,"Lisans",0.7
"4736",4736,218000,2,55,10,"Merkezi(PayÖlçer)","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"2840",2840,245000,4,110,15,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"3619",3619,419000,4,100,25,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"1685",1685,650000,4,110,35,"Merkezi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"2907",2907,360000,4,120,0,"Merkezi(PayÖlçer)","Uygun","1. Kat","2","Sincan",549108,"Lise",1.44
"4789",4789,750000,7,230,10,"Kombi","Uygun","3. Kat","3","Çankaya",925828,"Lisans",0.7
"4163",4163,387500,3,90,35,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"3579",3579,475000,5,180,20,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"1918",1918,290000,4,100,5,"Kombi","Uygun","4. Kat","1","Mamak",669465,"Lise",1.9
"3350",3350,550000,4,100,32,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"1604",1604,260000,4,100,25,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"3725",3725,220000,3,75,20,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"2998",2998,1150000,4,140,17,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"1473",1473,260000,4,100,45,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"1162",1162,425000,4,100,30,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"345",345,180000,3,60,30,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"2424",2424,515000,4,115,25,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"3722",3722,1450000,5,140,0,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"1629",1629,235000,3,85,9,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"1873",1873,589000,4,130,25,"Kombi","Uygun","1. Kat","2","Çankaya",925828,"Lisans",0.7
"4223",4223,427000,3,85,30,"Kombi","Uygun","13. Kat","1","Çankaya",925828,"Lisans",0.7
"178",178,375000,4,100,4,"Kombi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"315",315,280000,2,55,40,"Kombi","Uygun deðil","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"1480",1480,285000,4,115,20,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"2157",2157,739000,5,170,15,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"2532",2532,195000,3,60,30,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"4832",4832,349000,5,120,0,"Kombi","Uygun","Yüksek Giriþ","2","Sincan",549108,"Lise",1.44
"3733",3733,2e+05,4,115,20,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"2555",2555,380000,3,200,15,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"1643",1643,4e+05,3,80,35,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"3023",3023,570000,7,181,4,"Kombi","Uygun","En Üst Kat","2","Keçiören",938565,"Lise",1.43
"1283",1283,695000,4,110,35,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"400",400,1199000,5,205,3,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"1720",1720,1250000,5,180,0,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"1196",1196,525000,2,60,1,"Merkezi(PayÖlçer)","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"708",708,510000,4,100,28,"Merkezi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"4243",4243,435000,3,85,20,"Merkezi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"799",799,589000,4,130,25,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"2752",2752,450000,3,100,35,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"1321",1321,260000,3,75,37,"Kombi","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"1379",1379,218000,2,70,6,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"1599",1599,610000,4,110,25,"Merkezi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"3103",3103,189000,3,120,20,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"251",251,685000,4,138,14,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"4931",4931,138000,3,65,40,"Kombi","Uygun","5. Kat","1","Sincan",549108,"Lise",1.44
"798",798,349000,4,120,25,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"541",541,510000,4,125,40,"Merkezi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4584",4584,460000,4,135,6,"Merkezi(PayÖlçer)","Uygun","5. Kat","2","Sincan",549108,"Lise",1.44
"3977",3977,1450000,5,200,2,"Kombi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"2400",2400,725000,4,130,0,"Kombi","Uygun","Yüksek Giriþ","2","Çankaya",925828,"Lisans",0.7
"91",91,650000,4,125,25,"Merkezi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"1658",1658,309000,2,75,18,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"968",968,4e+05,4,110,7,"Kombi","Uygun","4. Kat","1","Sincan",549108,"Lise",1.44
"4318",4318,295000,4,145,16,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"4738",4738,419000,4,115,22,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4392",4392,475000,3,78,0,"Merkezi(PayÖlçer)","Uygun","9. Kat","2","Keçiören",938565,"Lise",1.43
"1099",1099,315000,4,125,0,"Kombi","Uygun","2. Kat","2","Sincan",549108,"Lise",1.44
"1190",1190,450000,3,65,0,"Merkezi","Uygun","7. Kat","1","Keçiören",938565,"Lise",1.43
"4509",4509,412000,4,115,22,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"3530",3530,568000,4,130,25,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"755",755,379000,4,120,22,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"1605",1605,278000,4,110,24,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"533",533,395000,4,120,25,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"3803",3803,640000,5,185,2,"Merkezi(PayÖlçer)","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"1487",1487,260000,4,125,15,"Kombi","Uygun","4. Kat","1","Sincan",549108,"Lise",1.44
"675",675,549000,6,220,13,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"50",50,525000,6,200,6,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"3085",3085,750000,5,160,25,"Merkezi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"3935",3935,735000,5,135,1,"Kombi","Uygun","5. Kat","1","Keçiören",938565,"Lise",1.43
"3212",3212,269000,4,105,24,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"342",342,520000,6,260,15,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"4242",4242,218000,3,110,3,"Kombi","Uygun","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"3918",3918,630000,4,135,13,"Kombi","Uygun","1. Kat","2","Çankaya",925828,"Lisans",0.7
"1659",1659,1e+06,4,145,0,"Kombi","Uygun","Teras Katý","2","Çankaya",925828,"Lisans",0.7
"262",262,268000,4,138,16,"Kombi","Uygun","11. Kat","1","Sincan",549108,"Lise",1.44
"2182",2182,445000,4,118,20,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"1622",1622,625000,4,110,25,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"1433",1433,640000,5,140,0,"Merkezi(PayÖlçer)","Uygun","15. Kat","2","Sincan",549108,"Lise",1.44
"3992",3992,490000,4,122,13,"Kombi","Uygun","11. Kat","2","Keçiören",938565,"Lise",1.43
"1571",1571,435000,4,130,23,"Kombi","Uygun","1. Kat","2","Çankaya",925828,"Lisans",0.7
"1512",1512,535000,4,160,18,"Merkezi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"4451",4451,315000,4,100,30,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"2008",2008,365000,5,165,17,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"4112",4112,375000,4,120,20,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"207",207,575000,4,110,35,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"914",914,395000,4,125,4,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"4781",4781,350000,4,110,13,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"1439",1439,429000,4,120,15,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"154",154,289000,3,95,28,"Kombi","Uygun","Kot 2","2","Keçiören",938565,"Lise",1.43
"792",792,225000,4,110,7,"Kombi","Uygun","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"905",905,475000,4,140,15,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"2179",2179,1900000,5,209,0,"Merkezi(PayÖlçer)","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"393",393,220000,4,120,16,"Kombi","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"1034",1034,935000,3,110,3,"Merkezi(PayÖlçer)","Uygun","21 ve üzeri","1","Keçiören",938565,"Lise",1.43
"2908",2908,2100000,4,246,20,"Merkezi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"756",756,520000,4,115,35,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"2248",2248,950000,5,160,0,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"3664",3664,385000,3,115,25,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"1422",1422,152000,3,85,20,"Kombi","Uygun","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"4368",4368,275000,4,100,30,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"2484",2484,1250000,6,200,30,"Merkezi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"1102",1102,485000,5,210,12,"Kombi","Uygun","Giriþ Katý","3","Çankaya",925828,"Lisans",0.7
"4515",4515,690000,4,140,30,"Merkezi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"2106",2106,650000,6,220,0,"Kombi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"3564",3564,1500000,7,220,15,"Kombi","Uygun","5. Kat","2","Keçiören",938565,"Lise",1.43
"2767",2767,480000,4,130,2,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"3426",3426,1650000,9,300,0,"Kombi","Uygun","3. Kat","4","Çankaya",925828,"Lisans",0.7
"3397",3397,497000,4,120,30,"Merkezi","Uygun","2. Kat","13","Çankaya",925828,"Lisans",0.7
"2378",2378,5e+05,4,115,25,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"979",979,330000,3,75,35,"Merkezi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"1002",1002,765000,5,200,20,"Kombi","Uygun","3. Kat","3","Keçiören",938565,"Lise",1.43
"1338",1338,350000,4,120,25,"Merkezi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"1841",1841,359000,4,115,10,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"1344",1344,850000,5,150,30,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"3363",3363,780000,6,225,5,"Kombi","Uygun","Teras Katý","2","Keçiören",938565,"Lise",1.43
"3764",3764,530000,4,140,10,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"2416",2416,975000,5,160,0,"Merkezi(PayÖlçer)","Uygun","12. Kat","2","Keçiören",938565,"Lise",1.43
"1980",1980,480000,4,110,0,"Kombi","Uygun","Kot 1","2","Çankaya",925828,"Lisans",0.7
"4221",4221,995000,4,130,4,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"684",684,269000,4,110,25,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"4149",4149,620000,3,110,0,"Merkezi(PayÖlçer)","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"2855",2855,675000,5,180,8,"Kombi","Uygun","7. Kat","2","Keçiören",938565,"Lise",1.43
"4569",4569,515000,4,110,35,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"3283",3283,1690000,5,160,20,"Merkezi","Uygun","13. Kat","2","Keçiören",938565,"Lise",1.43
"3671",3671,350000,4,125,15,"Kombi","Uygun","Kot 1","2","Keçiören",938565,"Lise",1.43
"1200",1200,4e+05,4,150,35,"Merkezi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"2665",2665,935000,4,110,0,"Kombi","Uygun","Teras Katý","2","Keçiören",938565,"Lise",1.43
"568",568,1500000,5,160,0,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"3400",3400,770000,3,100,0,"Kombi","Uygun","Teras Katý","1","Keçiören",938565,"Lise",1.43
"1642",1642,595000,4,120,40,"Merkezi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"1747",1747,185000,3,55,35,"Merkezi","Uygun","7. Kat","1","Keçiören",938565,"Lise",1.43
"2286",2286,350000,3,90,35,"Merkezi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"1672",1672,750000,4,125,14,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"4836",4836,510000,4,145,20,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"2230",2230,1800000,5,165,25,"Merkezi","Uygun","14. Kat","2","Keçiören",938565,"Lise",1.43
"1800",1800,928000,5,180,20,"Kombi","Uygun","Ara Kat","2","Çankaya",925828,"Lisans",0.7
"4459",4459,340000,4,103,0,"Merkezi(PayÖlçer)","Uygun","5. Kat","1","Sincan",549108,"Lise",1.44
"892",892,280000,4,120,10,"Kombi","Uygun","Kot 2","1","Keçiören",938565,"Lise",1.43
"1597",1597,575000,3,75,0,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"588",588,450000,4,130,12,"Kombi","Uygun","1. Kat","2","Çankaya",925828,"Lisans",0.7
"2440",2440,350000,3,90,40,"Kombi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"1503",1503,1500000,6,260,20,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"3494",3494,345000,4,110,20,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"2140",2140,230000,2,60,35,"Kombi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"1502",1502,1050000,4,160,32,"Merkezi(PayÖlçer)","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"4643",4643,699000,4,125,0,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"4261",4261,180000,4,100,15,"Kombi","Uygun deðil","3. Kat","1","Sincan",549108,"Lise",1.44
"577",577,270000,4,105,30,"Merkezi","Uygun","Kot 2","1","Keçiören",938565,"Lise",1.43
"4354",4354,539000,4,120,25,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"1501",1501,685000,4,135,36,"Merkezi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4808",4808,1350000,4,145,0,"Kombi","Uygun","Teras Katý","3","Çankaya",925828,"Lisans",0.7
"199",199,390000,5,220,5,"Kombi","Uygun","3. Kat","2","Mamak",669465,"Lise",1.9
"83",83,510000,5,155,12,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"2172",2172,645000,4,130,35,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"1237",1237,133000,3,75,13,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"3971",3971,1250000,5,120,0,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"4157",4157,6e+05,2,55,0,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"3150",3150,278000,4,120,12,"Kombi","Uygun","4. Kat","1","Sincan",549108,"Lise",1.44
"644",644,269000,4,110,25,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"609",609,1086000,4,160,40,"Merkezi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"2976",2976,1430000,5,178,1,"Merkezi(PayÖlçer)","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
